"Country","Target Country","Target City"
"USA","NEW GUINEA","BIAK"
"USA","NEW GUINEA","BIAK"
"USA","NEW GUINEA","BIAK"
"USA","NEW GUINEA","BIAK"
"USA","NEW GUINEA","WOM"
"USA","NEW GUINEA","WEWAK"
"USA","NEW GUINEA","MOKMER"
"USA","NEW GUINEA","BABO"
"USA","NEW GUINEA","MUSHU ISLAND"
"USA","NEW GUINEA","KAIRIRU"
"USA","NEW GUINEA","BUT"
"USA","NEW GUINEA","WEWAK"
"USA","NEW GUINEA","WEWAK"
"USA","NEW GUINEA","BIAK"
"USA","NEW GUINEA","OTAWIRI"
"USA","NEW GUINEA","BABO"
"USA","NEW GUINEA","BOSNEK"
"USA","NEW GUINEA","BIAK"
"USA","NEW GUINEA","BETAF"
"USA","NEW GUINEA","BOSNEK"
"USA","NEW GUINEA","BABO"
"USA","BISMARK ARCHIPELAGO","TOBERA"
"USA","BISMARK ARCHIPELAGO","RABAUL"
"USA","NEW GUINEA","BABO"
"USA","NEW GUINEA","BABO"
"USA","NEW GUINEA","BIAK"
"USA","NEW GUINEA","MOM"
"USA","SOLOMON ISLANDS","NOVA PLANTATION"
"USA","SOLOMON ISLANDS","LALAHAN"
"USA","NEW GUINEA","BIAK"
"USA","NEW GUINEA","BOSNEK"
"USA","CHINA","ANYI"
"USA","NEW GUINEA","BETAF"
"USA","MARSHALL ISLANDS","EMIDJ ISLAND"
"USA","SOLOMON ISLANDS","TSIMBA"
"USA","BISMARK ARCHIPELAGO","TOBERA"
"USA","SOLOMON ISLANDS","TAPSADANATA"
"USA","SOLOMON ISLANDS","MADEHAS ISL"
"USA","SWITZERLAND","46 33 N 009 38 E"
"USA","SWITZERLAND","46 33 N 009 38 E"
"USA","FRANCE","LOUVIERS"
"USA","FRANCE","LOUVIERS"
"GREAT BRITAIN","HOLLAND OR NETHERLANDS","FLUSHING"
"GREAT BRITAIN","HOLLAND OR NETHERLANDS","HAAMSTEDE"
"GREAT BRITAIN","GERMANY","FREFELD"
"GREAT BRITAIN","GERMANY","FREFELD"
"GREAT BRITAIN","GERMANY","LEVERKUSEN"
"GREAT BRITAIN","GERMANY","LEVERKUSEN"
"GREAT BRITAIN","GERMANY","NEUSS"
"GREAT BRITAIN","GERMANY","NEUSS"
"GREAT BRITAIN","BELGIUM","OSTENDE"
"GREAT BRITAIN","BELGIUM","OSTENDE"
"GREAT BRITAIN","BELGIUM","OSTENDE"
"GREAT BRITAIN","BELGIUM","OSTENDE"
"GREAT BRITAIN","BELGIUM","OSTENDE"
"GREAT BRITAIN","GREAT BRITAIN","REMSCHEID"
"SOUTH AFRICA","ETHIOPIA","GONDAR AREA"
"GREAT BRITAIN","GERMANY","HAMBURG"
"GREAT BRITAIN","GERMANY","HAMBURG"
"GREAT BRITAIN","GERMANY","HAMBURG"
"GREAT BRITAIN","GERMANY","HAMBURG"
"GREAT BRITAIN","GERMANY","HAMBURG"
"GREAT BRITAIN","GERMANY","HAMBURG"
"GREAT BRITAIN","GERMANY","HAMBURG"
"GREAT BRITAIN","GERMANY","HAMBURG"
"GREAT BRITAIN","GERMANY","HAMBURG"
"GREAT BRITAIN","GERMANY","HAMBURG"
"GREAT BRITAIN","GERMANY","HAMBURG"
"GREAT BRITAIN","GERMANY","KIEL"
"GREAT BRITAIN","GERMANY","KIEL"
"GREAT BRITAIN","GERMANY","BORKUM"
"GREAT BRITAIN","GERMANY","BORKUM"
"GREAT BRITAIN","GERMANY","BORKUM"
"GREAT BRITAIN","GERMANY","BREMERHAVEN"
"GREAT BRITAIN","GERMANY","BREMERHAVEN"
"GREAT BRITAIN","GERMANY","BREMERHAVEN"
"GREAT BRITAIN","GERMANY","BREMERHAVEN"
"GREAT BRITAIN","BELGIUM","BRUSSELS"
"GREAT BRITAIN","GERMANY","EMDEN"
"GREAT BRITAIN","GERMANY","EMDEN"
"GREAT BRITAIN","GERMANY","EMDEN"
"GREAT BRITAIN","GERMANY","EMDEN"
"GREAT BRITAIN","GERMANY","EMDEN"
"GREAT BRITAIN","GERMANY","EMDEN"
"GREAT BRITAIN","GERMANY","EMDEN"
"GREAT BRITAIN","GERMANY","EMDEN"
"GREAT BRITAIN","GERMANY","HELIGOLAND"
"GREAT BRITAIN","GERMANY","HELIGOLAND"
"GREAT BRITAIN","GERMANY","LUBECK"
"GREAT BRITAIN","GERMANY","LUBECK"
"GREAT BRITAIN","GERMANY","NORDENHAM"
"GREAT BRITAIN","GERMANY","NORDENHAM"
"GREAT BRITAIN","GERMANY","NORDERNEY"
"GREAT BRITAIN","GERMANY","NORDERNEY"
"GREAT BRITAIN","GERMANY","NORDERNEY"
"GREAT BRITAIN","BELGIUM","OSTENDE"
"GREAT BRITAIN","BELGIUM","OSTENDE"
"GREAT BRITAIN","BELGIUM","OSTENDE"
"GREAT BRITAIN","GERMANY","WESERMUENDE"
"GREAT BRITAIN","GERMANY","WESERMUENDE"
"GREAT BRITAIN","GERMANY","WESERMUENDE"
"GREAT BRITAIN","GERMANY","WILHELMSHAVEN"
"GREAT BRITAIN","GERMANY","WILHELMSHAVEN"
"GREAT BRITAIN","GERMANY","WILHELMSHAVEN"
"GREAT BRITAIN","LIBYA","BENGHAZI"
"GREAT BRITAIN","GERMANY","COLOGNE"
"GREAT BRITAIN","GERMANY","COLOGNE"
"GREAT BRITAIN","GERMANY","CUXHAVEN"
"GREAT BRITAIN","GERMANY","CUXHAVEN"
"GREAT BRITAIN","GERMANY","CUXHAVEN"
"GREAT BRITAIN","GERMANY","CUXHAVEN"
"GREAT BRITAIN","GERMANY","CUXHAVEN"
"GREAT BRITAIN","GERMANY","CUXHAVEN"
"GREAT BRITAIN","GERMANY","CUXHAVEN"
"GREAT BRITAIN","FRANCE","ABBEVILLE"
"GREAT BRITAIN","FRANCE","ABBEVILLE"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","GERMANY","BONN"
"GREAT BRITAIN","GERMANY","BONN"
"GREAT BRITAIN","GERMANY","COBLENZ"
"GREAT BRITAIN","GERMANY","COBLENZ"
"GREAT BRITAIN","FRANCE","CALAIS"
"GREAT BRITAIN","FRANCE","CALAIS"
"GREAT BRITAIN","FRANCE","BOULOGNE"
"GREAT BRITAIN","FRANCE","BOULOGNE"
"GREAT BRITAIN","FRANCE","DUNKERQUE"
"GREAT BRITAIN","FRANCE","DUNKERQUE"
"GREAT BRITAIN","FRANCE","DUNKERQUE"
"GREAT BRITAIN","GERMANY","AACHEN"
"GREAT BRITAIN","GERMANY","AACHEN"
"GREAT BRITAIN","GERMANY","AACHEN"
"GREAT BRITAIN","GERMANY","AACHEN"
"GREAT BRITAIN","GERMANY","AACHEN"
"GREAT BRITAIN","GERMANY","AACHEN"
"GREAT BRITAIN","GERMANY","AACHEN"
"GREAT BRITAIN","GERMANY","DUISBURG"
"GREAT BRITAIN","GERMANY","DUISBURG"
"GREAT BRITAIN","GERMANY","DUISBURG"
"GREAT BRITAIN","GERMANY","DUISBURG"
"USA","GERMANY","MALSBENDEN"
"USA","GERMANY","MALSBENDEN"
"USA","GERMANY","COBLENZ"
"USA","GERMANY","FRIEDBERG"
"USA","GERMANY","FRIEDBERG"
"USA","GERMANY","FRIEDBERG"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"GREAT BRITAIN","GERMANY","MUNSTER"
"USA","GERMANY","RUDOLSTADT"
"USA","GERMANY","RUDOLSTADT"
"USA","GERMANY","RUDOLSTADT"
"USA","GERMANY","CITY TOT UNDER 6 TON"
"USA","GERMANY","CITY TOT UNDER 6 TON"
"GREAT BRITAIN","GERMANY","HALLENDORF"
"GREAT BRITAIN","GERMANY","HALLENDORF"
"USA","ITALY","45 00 N 008 40 E"
"USA","ITALY","45 00 N 008 40 E"
"USA","ITALY","45 00 N 009 00 E"
"USA","ITALY","45 00 N 009 00 E"
"USA","ITALY","45 00 N 009 00 E"
"USA","ITALY","45 00 N 009 00 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 40 N 010 40 E"
"USA","ITALY","45 40 N 010 40 E"
"USA","ITALY","45 40 N 010 40 E"
"USA","ITALY","45 40 N 010 40 E"
"USA","ITALY","45 40 N 010 40 E"
"USA","ITALY","45 40 N 011 00 E"
"USA","ITALY","45 40 N 011 00 E"
"USA","ITALY","46 00 N 011 00 E"
"USA","ITALY","46 00 N 011 00 E"
"USA","ITALY","BERGAMO"
"USA","ITALY","BERGAMO"
"USA","ITALY","45 20 N 009 00 E"
"USA","ITALY","45 20 N 009 00 E"
"USA","ITALY","45 20 N 009 00 E"
"USA","ITALY","45 20 N 009 00 E"
"USA","ITALY","BERGAMO"
"USA","ITALY","BERGAMO"
"USA","ITALY","BERGAMO"
"USA","ITALY","BERGAMO"
"USA","ITALY","CHEDI"
"USA","ITALY","CHEDI"
"USA","ITALY","45 00 N 008 20 E"
"USA","ITALY","45 00 N 008 20 E"
"USA","ITALY","45 00 N 009 00 E"
"USA","ITALY","45 00 N 009 00 E"
"USA","ITALY","45 20 N 009 00 E"
"USA","ITALY","45 20 N 009 00 E"
"USA","ITALY","45 20 N 009 00 E"
"USA","ITALY","45 20 N 009 00 E"
"USA","ITALY","45 20 N 009 20 E"
"USA","ITALY","45 20 N 009 20 E"
"USA","ITALY","45 40 N 011 00 E"
"USA","ITALY","45 40 N 011 00 E"
"USA","ITALY","CHEDI"
"USA","ITALY","CHEDI"
"USA","ITALY","CHEDI"
"USA","ITALY","45 40 N 008 40 E"
"USA","ITALY","45 40 N 008 40 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","CHEDI"
"USA","ITALY","CHEDI"
"USA","ITALY","BERGAMO"
"USA","ITALY","BERGAMO"
"USA","ITALY","CHEDI"
"USA","ITALY","CHEDI"
"USA","ITALY","44 00 N 008 20 E"
"USA","ITALY","44 00 N 008 20 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","BERGAMO"
"USA","ITALY","BERGAMO"
"USA","ITALY","BERGAMO"
"USA","ITALY","BERGAMO"
"USA","ITALY","44 40 N 008 40 E"
"USA","ITALY","44 40 N 008 40 E"
"USA","ITALY","44 40 N 009 00 E"
"USA","ITALY","44 40 N 009 00 E"
"USA","ITALY","44 40 N 009 40 E"
"USA","ITALY","44 40 N 009 40 E"
"USA","ITALY","45 00 N 009 00 E"
"USA","ITALY","45 00 N 009 00 E"
"USA","ITALY","45 00 N 009 00 E"
"USA","ITALY","45 00 N 009 00 E"
"USA","ITALY","45 00 N 009 00 E"
"USA","ITALY","45 00 N 009 00 E"
"USA","ITALY","45 00 N 009 00 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","BRESSANA BOTTARONE"
"USA","ITALY","BRESSANA BOTTARONE"
"USA","ITALY","CREMONA"
"USA","ITALY","CREMONA"
"USA","ITALY","44 40 N 008 20 E"
"USA","ITALY","44 40 N 008 20 E"
"USA","ITALY","44 40 N 008 40 E"
"USA","ITALY","44 40 N 008 40 E"
"USA","ITALY","44 20 N 009 00 E"
"USA","ITALY","44 20 N 009 00 E"
"USA","ITALY","44 40 N 009 20 E"
"USA","ITALY","44 40 N 009 20 E"
"USA","ITALY","45 00 N 008 00 E"
"USA","ITALY","45 00 N 008 00 E"
"USA","ITALY","45 00 N 009 00 E"
"USA","ITALY","45 00 N 009 00 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 00 N 009 40 E"
"GREAT BRITAIN","FRANCE","NANTES"
"GREAT BRITAIN","FRANCE","NANTES"
"USA","FRANCE","CITY TOT UNDER 6 TON"
"USA","FRANCE","CITY TOT UNDER 6 TON"
"USA","FRANCE","CITY TOT UNDER 6 TON"
"USA","GERMANY","LUDWIGSHAFEN"
"USA","GERMANY","LUDWIGSHAFEN"
"USA","GERMANY","LUDWIGSHAFEN"
"USA","GERMANY","LUDWIGSHAFEN"
"USA","GERMANY","LUDWIGSHAFEN"
"USA","GERMANY","LUDWIGSHAFEN"
"USA","GERMANY","LUDWIGSHAFEN"
"USA","GERMANY","LUDWIGSHAFEN"
"USA","GERMANY","LUDWIGSHAFEN"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"USA","GERMANY","UNIDENTIFIED"
"GREAT BRITAIN","GERMANY","DUSSELDORF"
"GREAT BRITAIN","GERMANY","AACHEN"
"GREAT BRITAIN","GERMANY","AACHEN"
"GREAT BRITAIN","GERMANY","AACHEN"
"GREAT BRITAIN","GERMANY","AACHEN"
"GREAT BRITAIN","FRANCE","CALAIS"
"GREAT BRITAIN","FRANCE","CALAIS"
"GREAT BRITAIN","FRANCE","CALAIS"
"GREAT BRITAIN","FRANCE","DUNKERQUE"
"GREAT BRITAIN","HOLLAND OR NETHERLANDS","FLUSHING"
"GREAT BRITAIN","FRANCE","LORIENT"
"GREAT BRITAIN","BELGIUM","OSTENDE"
"GREAT BRITAIN","BELGIUM","OSTENDE"
"GREAT BRITAIN","BELGIUM","OSTENDE"
"GREAT BRITAIN","BELGIUM","OSTENDE"
"GREAT BRITAIN","HOLLAND OR NETHERLANDS","SOESTERBERG"
"GREAT BRITAIN","HOLLAND OR NETHERLANDS","SOESTERBERG"
"USA","PHILIPPINE ISLANDS","APARRI"
"USA","PHILIPPINE ISLANDS","APARRI"
"USA","PHILIPPINE ISLANDS","VIGAN /LINGHAYEN GULF"
"USA","PHILIPPINE ISLANDS","VIGAN /LINGHAYEN GULF"
"USA","PHILIPPINE ISLANDS","VIGAN /LINGHAYEN GULF"
"GREAT BRITAIN","HOLLAND OR NETHERLANDS","GILZE"
"GREAT BRITAIN","HOLLAND OR NETHERLANDS","GILZE"
"GREAT BRITAIN","GERMANY","WILHELMSHAVEN"
"GREAT BRITAIN","CRETE","MALEME"
"USA","PHILIPPINE ISLANDS","VIGAN /LINGHAYEN GULF"
"USA","PHILIPPINE ISLANDS","APARRI"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","GERMANY","SCHWERTE"
"GREAT BRITAIN","GERMANY","COLOGNE"
"GREAT BRITAIN","GERMANY","COLOGNE"
"GREAT BRITAIN","GERMANY","COLOGNE"
"GREAT BRITAIN","GERMANY","COLOGNE"
"GREAT BRITAIN","GERMANY","COLOGNE"
"GREAT BRITAIN","FRANCE","LE HAVRE"
"GREAT BRITAIN","FRANCE","LE HAVRE"
"GREAT BRITAIN","GERMANY","EMDEN"
"GREAT BRITAIN","HOLLAND OR NETHERLANDS","LEEUWARDEN"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","DUNKERQUE"
"GREAT BRITAIN","FRANCE","DUNKERQUE"
"GREAT BRITAIN","FRANCE","DUNKERQUE"
"GREAT BRITAIN","GERMANY","EMMERICH"
"GREAT BRITAIN","LIBYA","DERNA"
"USA","PHILIPPINE ISLANDS","VIGAN /LINGHAYEN GULF"
"GREAT BRITAIN","LIBYA","DERNA"
"USA","PHILIPPINE ISLANDS","LEGASPI"
"USA","PHILIPPINE ISLANDS","LEGASPI"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","GERMANY","HANNOVER"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","BELGIUM","OSTENDE"
"GREAT BRITAIN","BELGIUM","OSTENDE"
"GREAT BRITAIN","BELGIUM","OSTENDE"
"GREAT BRITAIN","BELGIUM","OSTENDE"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","DUNKERQUE"
"GREAT BRITAIN","FRANCE","DUNKERQUE"
"GREAT BRITAIN","GERMANY","BORKUM"
"GREAT BRITAIN","GERMANY","BREMEN"
"GREAT BRITAIN","GERMANY","BREMEN"
"GREAT BRITAIN","GERMANY","BREMEN"
"GREAT BRITAIN","FRANCE","CALAIS"
"GREAT BRITAIN","GERMANY","JUIST"
"GREAT BRITAIN","GERMANY","JUIST"
"GREAT BRITAIN","BELGIUM","OSTENDE"
"GREAT BRITAIN","BELGIUM","OSTENDE"
"GREAT BRITAIN","BELGIUM","OSTENDE"
"GREAT BRITAIN","GERMANY","WILHELMSHAVEN"
"GREAT BRITAIN","GERMANY","WILHELMSHAVEN"
"GREAT BRITAIN","GERMANY","WILHELMSHAVEN"
"GREAT BRITAIN","GERMANY","WILHELMSHAVEN"
"GREAT BRITAIN","GERMANY","WILHELMSHAVEN"
"GREAT BRITAIN","GERMANY","WILHELMSHAVEN"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","LE HAVRE"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","GERMANY","DUISBURG"
"GREAT BRITAIN","GERMANY","DUISBURG"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 20 N 009 20 E"
"USA","ITALY","45 20 N 009 20 E"
"USA","ITALY","45 20 N 009 20 E"
"USA","ITALY","45 20 N 009 20 E"
"USA","ITALY","45 20 N 009 20 E"
"USA","ITALY","45 20 N 009 20 E"
"USA","ITALY","45 20 N 009 20 E"
"USA","ITALY","45 20 N 009 20 E"
"USA","ITALY","45 40 N 009 20 E"
"USA","ITALY","45 40 N 009 20 E"
"USA","ITALY","45 40 N 009 20 E"
"USA","ITALY","45 40 N 009 20 E"
"USA","ITALY","45 20 N 011 00 E"
"USA","ITALY","CHEDI"
"USA","ITALY","CHEDI"
"USA","ITALY","45 00 N 009 20 E"
"USA","ITALY","45 00 N 009 20 E"
"USA","ITALY","45 00 N 008 40 E"
"USA","ITALY","45 00 N 008 40 E"
"USA","ITALY","45 00 N 009 00 E"
"USA","ITALY","45 00 N 009 00 E"
"USA","ITALY","45 00 N 009 00 E"
"USA","ITALY","45 00 N 009 00 E"
"USA","ITALY","45 00 N 009 20 E"
"USA","ITALY","45 00 N 009 20 E"
"USA","ITALY","45 20 N 009 40 E"
"USA","ITALY","45 20 N 009 40 E"
"USA","ITALY","45 20 N 009 40 E"
"USA","ITALY","45 20 N 009 40 E"
"USA","ITALY","45 00 N 010 00 E"
"USA","ITALY","45 00 N 010 00 E"
"USA","ITALY","45 20 N 011 40 E"
"USA","ITALY","45 20 N 011 40 E"
"USA","ITALY","45 20 N 011 40 E"
"USA","ITALY","45 20 N 011 40 E"
"USA","ITALY","ALESSANDRIA"
"USA","ITALY","ALESSANDRIA"
"USA","ITALY","ALESSANDRIA"
"USA","ITALY","45 00 N 010 00 E"
"USA","ITALY","45 00 N 010 00 E"
"USA","ITALY","45 00 N 009 20 E"
"USA","ITALY","45 00 N 009 20 E"
"USA","ITALY","45 00 N 009 20 E"
"USA","ITALY","45 00 N 009 20 E"
"USA","ITALY","45 00 N 009 20 E"
"USA","ITALY","45 20 N 009 20 E"
"USA","ITALY","45 20 N 009 20 E"
"USA","ITALY","45 00 N 009 00 E"
"USA","ITALY","45 00 N 009 00 E"
"USA","ITALY","45 00 N 009 20 E"
"USA","ITALY","45 00 N 009 20 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 40 N 009 20 E"
"USA","ITALY","45 40 N 010 40 E"
"USA","ITALY","45 40 N 010 40 E"
"USA","ITALY","44 40 N 008 40 E"
"USA","ITALY","45 00 N 008 40 E"
"USA","ITALY","45 00 N 009 00 E"
"USA","ITALY","45 00 N 009 00 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 40 N 010 40 E"
"USA","ITALY","45 40 N 010 40 E"
"USA","ITALY","45 40 N 010 40 E"
"USA","ITALY","45 40 N 011 00 E"
"USA","ITALY","45 00 N 008 20 E"
"USA","ITALY","45 00 N 009 00 E"
"USA","ITALY","45 40 N 011 00 E"
"USA","ITALY","45 40 N 008 40 E"
"USA","ITALY","45 40 N 008 40 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","44 00 N 008 20 E"
"USA","ITALY","44 40 N 009 00 E"
"USA","ITALY","44 40 N 008 40 E"
"USA","ITALY","44 20 N 009 00 E"
"USA","ITALY","44 40 N 009 20 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 00 N 009 40 E"
"USA","ITALY","45 20 N 009 20 E"
"USA","ITALY","45 20 N 009 20 E"
"USA","ITALY","45 20 N 011 00 E"
"USA","ITALY","45 20 N 011 00 E"
"USA","ITALY","45 00 N 010 00 E"
"USA","ITALY","45 00 N 010 00 E"
"USA","ITALY","BERGAMO"
"USA","ITALY","BERGAMO"
"USA","ITALY","CHEDI"
"USA","ITALY","CHEDI"
"USA","ITALY","44 40 N 008 40 E"
"USA","ITALY","44 40 N 008 40 E"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","LIBYA","BENGHAZI"
"GREAT BRITAIN","GERMANY","HANNOVER"
"USA","PHILIPPINE ISLANDS","DAVAO"
"GREAT BRITAIN","GERMANY","HAMBURG"
"GREAT BRITAIN","GERMANY","HAMBURG"
"GREAT BRITAIN","GERMANY","BORKUM"
"GREAT BRITAIN","GERMANY","BORKUM"
"GREAT BRITAIN","GERMANY","BORKUM"
"GREAT BRITAIN","GERMANY","WESERMUENDE"
"GREAT BRITAIN","GERMANY","WESERMUENDE"
"USA","PHILIPPINE ISLANDS","VIGAN /LINGHAYEN GULF"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","GERMANY","COLOGNE"
"GREAT BRITAIN","GERMANY","COLOGNE"
"GREAT BRITAIN","GERMANY","COLOGNE"
"GREAT BRITAIN","FRANCE","DUNKERQUE"
"GREAT BRITAIN","FRANCE","CALAIS"
"GREAT BRITAIN","FRANCE","CALAIS"
"GREAT BRITAIN","BELGIUM","OSTENDE"
"USA","PHILIPPINE ISLANDS","DAVAO"
"USA","PHILIPPINE ISLANDS","DAVAO"
"GREAT BRITAIN","FRANCE","BREST"
"USA","PHILIPPINE ISLANDS","DAVAO"
"GREAT BRITAIN","FRANCE","CONCHES"
"GREAT BRITAIN","GERMANY","WILHELMSHAVEN"
"GREAT BRITAIN","GERMANY","WILHELMSHAVEN"
"GREAT BRITAIN","GERMANY","WILHELMSHAVEN"
"GREAT BRITAIN","LIBYA","TRIPOLI"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","FRANCE","BREST"
"GREAT BRITAIN","GERMANY","DUISBURG"
"GREAT BRITAIN","GERMANY","DUISBURG"
"GREAT BRITAIN","FRANCE","BOULOGNE"
"GREAT BRITAIN","HOLLAND OR NETHERLANDS","SOESTERBERG"
"GREAT BRITAIN","HOLLAND OR NETHERLANDS","SOESTERBERG"
"GREAT BRITAIN","GERMANY","DUSSELDORF"
"GREAT BRITAIN","GERMANY","DUSSELDORF"
"GREAT BRITAIN","GERMANY","DUSSELDORF"
"GREAT BRITAIN","GERMANY","DUSSELDORF"
"GREAT BRITAIN","GERMANY","DUSSELDORF"
"GREAT BRITAIN","GERMANY","DUSSELDORF"
"GREAT BRITAIN","GERMANY","DUSSELDORF"
"GREAT BRITAIN","GERMANY","DUSSELDORF"
"GREAT BRITAIN","GERMANY","DUSSELDORF"
"GREAT BRITAIN","GERMANY","DUSSELDORF"
"GREAT BRITAIN","HOLLAND OR NETHERLANDS","HAAMSTEDE"
"GREAT BRITAIN","HOLLAND OR NETHERLANDS","HAAMSTEDE"
"GREAT BRITAIN","GERMANY","MUNCHEN GLADBACH"
"GREAT BRITAIN","GERMANY","MUNCHEN GLADBACH"
"GREAT BRITAIN","GERMANY","NEUSS"
"GREAT BRITAIN","GERMANY","NORDERNEY"
"GREAT BRITAIN","GERMANY","NORDERNEY"
"GREAT BRITAIN","BELGIUM","OSTENDE"
"GREAT BRITAIN","BELGIUM","OSTENDE"
"GREAT BRITAIN","GERMANY","REMSCHEID"
"GREAT BRITAIN","LIBYA","BARDIA"
"GREAT BRITAIN","LIBYA","TRIPOLI HARBOR"
"GREAT BRITAIN","GERMANY","ESSEN"
"GREAT BRITAIN","GERMANY","ESSEN"
"GREAT BRITAIN","FRANCE","DUNKERQUE"
"GREAT BRITAIN","GERMANY","HULS"
"GREAT BRITAIN","GERMANY","HULS"
"GREAT BRITAIN","GERMANY","HULS"
"GREAT BRITAIN","GERMANY","HULS"
"GREAT BRITAIN","GERMANY","HULS"
"GREAT BRITAIN","GERMANY","HULS"
"GREAT BRITAIN","GERMANY","BORKUM"
"GREAT BRITAIN","GERMANY","BREMERHAVEN"
"GREAT BRITAIN","GERMANY","CUXHAVEN"
"GREAT BRITAIN","GERMANY","CUXHAVEN"
"GREAT BRITAIN","GERMANY","DORTMUND"
"GREAT BRITAIN","GERMANY","DORTMUND"
"GREAT BRITAIN","HOLLAND OR NETHERLANDS","EINDHOVEN"
"GREAT BRITAIN","HOLLAND OR NETHERLANDS","EINDHOVEN"
"GREAT BRITAIN","GERMANY","EMDEN"
"GREAT BRITAIN","GERMANY","EMDEN"
"GREAT BRITAIN","GERMANY","EMDEN"
"GREAT BRITAIN","GERMANY","EMDEN"
"GREAT BRITAIN","GERMANY","EMDEN"
